inserm_concat,NCT Number,Title_first,Acronym_first,Status_first,Study Results_first,Conditions_first,Interventions_first,Outcome Measures_first,Sponsor/Collaborators_first,Gender_first,Age_first,Phases_first,Enrollment_first,Funded Bys_first,Study Type_first,Study Designs_first,Other IDs_first,Start Date_first,Primary Completion Date_first,Completion Date_first,First Posted_first,Results First Posted_first,Last Update Posted_first,Locations_first,Study Documents_first,URL_first,nct,pmids
oui,NCT02854124,Tracing Dissemination of Melanoma Cells in Healthy Tissues,DISSEMELA,Completed,No Results Available,Melanoma,Procedure: Melanoma and peritumoral skin excision,Survival at 5 years|Survival at 5 years without tumor recurrence,"Assistance Publique - H�pitaux de Paris|Institut National de la Sant� Et de la Recherche M�dicale, France",All,"18 Years and older � (Adult, Older Adult)",,226,Other,Observational,Observational Model: Cohort|Time Perspective: Retrospective,NI15020,"October 12, 2017","November 12, 2021","November 12, 2021","August 3, 2016",,"September 27, 2022","Name:: INSERM - UMRS 938, UPMC Saint-Antoinen Hospital, Team ""Stem cells and transition from pre-invasive tumors"", Paris, France",,https://ClinicalTrials.gov/show/NCT02854124,NCT02854124,
oui,NCT02855918,Blood Biomarkers in Suicidal Behaviour,2BSB,Completed,No Results Available,Major Depression,Other: Blood sample for genetic purpose,Evolution of the modification of the expression of Adenosine deaminases acting on RNA (ADARs) and of the editing profile of phospho-diesterase 8A (PDE8A)|Modification of the expression of ADAR1a enzymes|Modification of the expression and RNA editing of Spindle And Kinetochore Associated protein 2 (SKA2)|Modification of the expression of ADAR1b enzymes|Modification of the expression of ADAR2 enzymes|Modification of the expression and RNA editing of Spermidine/Spermine N1-Acetyltransferase 1 (SAT1)|Modification of the expression and RNA editing of Interleukins (ILs)|Modification of the expression and RNA editing of Chemokines (CXCLs)|Modification of the expression and RNA editing of Brain derived Neurotrphic factor (BDNF)|Modification of the expression and RNA editing of Cluster of differentiation 24 (CD24)|Modification of the expression and RNA editing of Three prime repair exonuclease 1 (TREX1)|Modification of the expression and RNA editing of Interferon stimulated gene 15 (ISG15)|Modification of the expression and RNA editing of Tumor necrosis factor alpha (TNF alpha)|Modification of the expression and RNA editing of Vascular endothelial growth factor (VEGF)|Modification of the expression and RNA editing of Hydroxytryptamine receptor 2A (HTR2A)|Modification of the expression and RNA editing of insulin-like growth factor protein 7 (IGFB7),"University Hospital, Montpellier|Institut National de la Santé Et de la Recherche Médicale, France|Sys2Diag, Mixt laboratory CNRS/Alcediag, Montpellier",All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,600,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other,UF 9625|2015-A01978-41,"September 23, 2016","June 24, 2020","June 24, 2020","August 4, 2016",,"December 27, 2021","University Hospital, Montpêllier, France",,https://ClinicalTrials.gov/show/NCT02855918,NCT02855918,
oui,NCT02855957,Evaluation of the Free α-hemoglobin Pool in the Red Blood Cells : Prognostic Marker and Severity Index in Thalassemic Syndromes,ALPHAPOOL,Completed,No Results Available,Thalassemic Syndromes,Other: Free α-Hb pool analysis,Correlation between the pool of free α-Hb and genotype α and β -globin of the patient and if necessary with the genotype AHSP gene|Correlation between the pool of free α-Hb and Hb value|Correlation between the pool of free α-Hb and Mean Corpuscular Hb|Correlation between the pool of free α-Hb and Mean Cell Volume|Correlation between the pool of free α-Hb and percent of reticulocytes|Correlation between the pool of free α-Hb and fetal Hb|Correlation between the pool of free α-Hb and erythrocyte enzymes,"Assistance Publique - Hôpitaux de Paris|Institut National de la Santé Et de la Recherche Médicale, France|Paris 12 Val de Marne University",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,135,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,P120205,June 2013,July 2015,June 2016,"August 4, 2016",,"August 4, 2016","Henri Mondor Hospital, Creteil, France",,https://ClinicalTrials.gov/show/NCT02855957,NCT02855957,
oui,NCT02856165,High-flow Nasal Oxygen Therapy in Hospitalized Infant With Moderate-to-severe Bronchiolitis,BRONCHOPTI,Completed,No Results Available,Bronchiolitis,Device: High-flow nasal canula oxygen therapy|Device: Low-flow oxygen therapy with standard nasal canula,patient in treatment failure in each group (control or HFN) requiring non-invasive (or endotracheal) ventilation and ventilation-support free days|Transfer to pediatrics intensive care unit (PICU)|Length of stay in paediatric general ward unit|Oxgen-support free days|Artificial nutritional-support free days|Assessment of short term respiratory status,"Assistance Publique - Hôpitaux de Paris|Institut National de la Santé Et de la Recherche Médicale, France",All,7 Days to 6 Months   (Child),Not Applicable,268,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,P150931,"October 28, 2016","November 15, 2017","November 23, 2017","August 4, 2016",,"April 30, 2018","AP-HP, Bicêtre Hospital, Le Kremlin Bicêtre, France",,https://ClinicalTrials.gov/show/NCT02856165,NCT02856165,
oui,NCT02861599,Study of the Interest of Proprioceptive Therapy as a Complement to Speech Therapy in Children With Reading Difficulties,2000DYS9,Unknown status,No Results Available,Reading Difficulties,Other: proprioceptive therapy|Other: speech therapy,Percentage of children who had stabilized their delay in reading acquisition at the Tim�-3 test (identification of written words),Centre Hospitalier Universitaire Dijon,All,7 Years to 11 Years � (Child),Not Applicable,150,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label),QUERCIA INSERM 2015,September 2015,July 2017,,"August 10, 2016",,"August 10, 2016","CHU Dijon Bourgogne, Dijon, France",,https://ClinicalTrials.gov/show/NCT02861599,NCT02861599,
oui,NCT02868255,Myeloid Derived Suppressor Cells Control by Signal Regulatory Protein-alpha: Investigation in Hepatocellular Carcinoma,MDScan,Completed,No Results Available,Hepatocellular Carcinoma,Procedure: Collection of human samples,evaluation of the SIRP/CD47 expression,"Nantes University Hospital|Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years and older   (Adult, Older Adult)",,30,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,RC16_0156,"January 3, 2016","November 30, 2018","November 30, 2018","August 16, 2016",,"September 13, 2021",,,https://ClinicalTrials.gov/show/NCT02868255,NCT02868255,
oui,NCT02876328,Partnership for Research on Ebola VACcinations,PREVAC,"Active, not recruiting",Has Results,Ebola Virus Disease,Biological: Ad26.ZEBOV|Biological: MVA-BN-Filo|Biological: rVSVΔG-ZEBOV-GP|Biological: Placebo|Biological: rVSV boost,Percentage of Participants With Ebola Virus Glycoprotein (GP-EBOV) Antibody Response|Frequency of Serious Adverse Events (SAEs)|Number of Participants With Ebola Virus Glycoprotein (GP-EBOV) Antibody Response,"National Institute of Allergy and Infectious Diseases (NIAID)|Partnership for Research on Ebola Virus in Liberia (PREVAIL)|Institut National de la Santé Et de la Recherche Médicale, France|London School of Hygiene and Tropical Medicine|European and Developing Countries Clinical Trials Partnership (EDCTP)",All,"1 Year and older   (Child, Adult, Older Adult)",Phase 2,4789,NIH|Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",C15-33|PREVACEBL3005,"March 27, 2017","December 24, 2019",June 2024,"August 23, 2016","September 28, 2022","February 24, 2023","Centre national de formation et de recherche en santé rurale (Maferyniah), Conakry, Guinea|Landreah, Conakry, Guinea|The Redemption Hospital, Monrovia, Liberia|Centre pour le Développement des Vaccins (CVD), Bamako, Mali|University Clinical Research Center (UCRC), Bamako, Mali|Mambolo Clinic, Kapesseh, Sierra Leone","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/28/NCT02876328/Prot_001.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/28/NCT02876328/SAP_002.pdf|""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/28/NCT02876328/ICF_003.pdf",https://ClinicalTrials.gov/show/NCT02876328,NCT02876328,36516078;33485369
oui,NCT02878083,Development of a Biomarker of Efficacy of Vedolizumab (EnTyvio®) in Patients With ulcErative ColiTis (DETECT),DETECT,Terminated,No Results Available,ULCERATIVE COLITIS,Drug: VEDOLIZUMAB|Drug: ADALIMUMAB,"Demonstrate the feasibility of an ex vivo labeling of intestinal immune cells with a combination of two markers: vedolizumab-FITC and adalimumab-Alexa Fluor 647|Quantify, ex vivo, the number of cells labeled with FITC-coupled vedolizumab in the intestinal mucosa of patients with moderate to severe UC that are associated with clinical remission at week 22 (W22) after the initiation of treatment with vedolizumab.|Evaluate the association between the number of cells labeled with FITC-coupled vedolizumab in the intestinal mucosa and the rate of clinical response induced by treatment with a standard dose of vedolizumab|Evaluate the association between the number of cells labeled with FITC-coupled vedolizumab in the intestinal mucosa and the rate of endoscopic remission induced by treatment with a standard dose of vedolizumab|Evaluate the association between the number of cells labeled with FITC-coupled vedolizumab in the intestinal mucosa and the rate of histologic remission induced by treatment with a standard dose of vedolizumab|Evaluate the association between the Alexa Fluor 647-coupled adalimumab biomarker, and the rate of clinical response at w30 to adalimumab|Evaluate the association between the Alexa Fluor 647-coupled adalimumab biomarker, and the rate of endoscopic remission at w30 to adalimumab|Evaluate the association between the Alexa Fluor 647-coupled adalimumab biomarker, and the rate of clinical remission at w30 to adalimumab|Compare the number of positive immune cells FITC-coupled vedolizumab in the intestinal mucosa of patients with UC|Compare the number of positive immune cells Alexa Fluor 647-coupled adalimumab in the intestinal mucosa of patients with UC","Nantes University Hospital|Takeda|Mauna Kea Technologies|Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,19,Other|Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,RC15_0457,"January 11, 2017",January 2020,"January 1, 2021","August 25, 2016",,"February 17, 2023","Chu Angers, Angers, France|Chd Vendee, La Roche Sur Yon, France|Chu Nantes, Nantes, France|Chu Rennes, Rennes, France",,https://ClinicalTrials.gov/show/NCT02878083,NCT02878083,
oui,NCT02879786,Study of Hierarchy of Afferents in Postural Control of Children With Dyslexia,EQUIDYS,Completed,No Results Available,Dyslexia,Other: Posturographic tests|Other: Questionnaire of motion sickness susceptibility,Score of evaluation of motion sickness susceptibility|Score of equilibrium evaluated with posturographic test,"Central Hospital, Nancy, France",All,8 Years to 13 Years � (Child),Not Applicable,68,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,2011-A00139-32,July 2011,June 2015,June 2015,"August 26, 2016",,"August 26, 2016","Centre de R�f�rence pour les Troubles des Apprentissages - H�pital d'Enfants - CHU de Nancy, Vandoeuvre l�s Nancy, France",,https://ClinicalTrials.gov/show/NCT02879786,NCT02879786,
oui,NCT02880150,Physiological Characteristics of High Altitude Climbers,ALTIPERF,Completed,No Results Available,Hypoxia|Exercise|Sport Performance,Other: Stress test,Performance reduction in hypoxia versus normoxia|Near infrared signals during exercise,"University Hospital, Grenoble|Institut National de la Santé Et de la Recherche Médicale, France",All,18 Years to 40 Years   (Adult),Not Applicable,20,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research,2013-A00629-36|ALTIPERF,May 2013,March 2014,May 2014,"August 26, 2016",,"August 26, 2016","Grenoble University Hospital, Grenoble, France",,https://ClinicalTrials.gov/show/NCT02880150,NCT02880150,
oui,NCT02880358,Epidemiology and Prognostic of the Acute Heart Failure,EPICAL2,Unknown status,No Results Available,Decompensated Chronic Heart Failure|Heart Failure NYHA Class III|Acute Pulmonary Edema|Cardiogenic Shock|Heart Failure NYHA Class IV,,Incidence of Acute Heart Failure|Morbi-mortality of patients presenting an acute heart failure,"Central Hospital, Nancy, France",All,"18 Years and older � (Adult, Older Adult)",,2500,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,911069,January 2011,December 2015,May 2017,"August 26, 2016",,"August 26, 2016","University Hospital Center, Nancy, Lorraine, France",,https://ClinicalTrials.gov/show/NCT02880358,NCT02880358,30972619
oui,NCT02882334,Finger Individuation Training With a Training Device Versus Conventional Rehabilitation for Writer's Cramp,FIDEX,Terminated,No Results Available,Dystonic Disorders,Device: Finger Force Manipulandum|Other: Conventional physiotherapy,change in writing speed after rehabilitation,Fondation Ophtalmologique Adolphe de Rothschild|Foundation Jacques and Gloria Gossweiler,All,"18 Years to 70 Years � (Adult, Older Adult)",Not Applicable,26,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Other",SSA_2016_15,"November 8, 2016",December 2020,December 2020,"August 29, 2016",,"July 19, 2021","Fondation Ophtalmologique A. de Rothschild, Paris, France",,https://ClinicalTrials.gov/show/NCT02882334,NCT02882334,
oui,NCT02883322,"Adaptation Process of Patient-Reported Outcomes, an eVALuation Study",APPROVALS,Completed,No Results Available,Chronic Disease,Other: Cross cultural adaptation of patient reported outcomes (PRO),heiQ questionnaire,"GUILLEMIN Francis, MD|Societe Francaise de Rhumatologie|R�gion Lorraine|Central Hospital, Nancy, France",All,"18 Years and older � (Adult, Older Adult)",,4000,Other,Observational,Time Perspective: Cross-Sectional,APPROVALS,December 2010,September 2012,,"August 30, 2016",,"August 30, 2016",,,https://ClinicalTrials.gov/show/NCT02883322,NCT02883322,
oui,NCT02883335,Lorraine Registry of Multiple Sclerosis,RelSEP,Recruiting,No Results Available,Multiple Sclerosis,Other: Observational registry,case occurence of multiple sclerosis|EDSS score,"Central Hospital, Nancy, France|Institut National de la Sant� Et de la Recherche M�dicale, France|University of Lorraine",All,"Child, Adult, Older Adult",,6000,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,RELSEP,May 2003,January 2030,January 2030,"August 30, 2016",,"February 8, 2023","CIC 1433 �pid�miologie clinique, Inserm, Universit� de Lorraine, CHRU de Nancy, Nancy, France",,https://ClinicalTrials.gov/show/NCT02883335,NCT02883335,
