statut,statut_label,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01915719,,,2016,Early Non Invasive Ventilation in Immuno-compromized Patients With Acute Respiratory Failure. A Prospective Randomized Clinical Trial.,IVNICTUS,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01807403,,,2016,"Comparison of the Efficacy of Subthalamic Nucleus, Caudate Nucleus and Nucleus Accumbens Electric Stimulation in Severe and Resistant Obsessive-compulsive Disorder.",PRESTOC2,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT02061020,,,2016,Pilot Study of the Relationship Between Dose-concentration-effect of Delta-9-tetrahydrocannabinol and the Ability to Drive in Chronic or Occasional Cannabis Users,VIGICANN,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01947322,,,2016,Haploidentical NK-cell Infusion in Bad Prognosis AML Patients: Evaluation of Feasibility and Antitumoral Effect,NK,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT01577394,,,2016,Oculomotor Recording in the Contribution to the Early Differential Diagnosis of Dementia With Lewy Bodies and Alzheimer's Disease,OculoMacl,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT01185730,,,2016,Evaluation of Prognostic Factors and Therapeutic Targets in Pulmonary Arterial Hypertension,EFORT,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT02230137,,,2016,Impact of Mobile Phone Short Text Messages on the Glycaemic Control of Adolescents With Poorly Controlled Type 1 Diabetes.,Diabeto-SMS,False,False,True,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT02855957,,,2016,Evaluation of the Free α-hemoglobin Pool in the Red Blood Cells : Prognostic Marker and Severity Index in Thalassemic Syndromes,ALPHAPOOL,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT02106169,,,2016,Impact of the Therapeutic Education on the Quality of Life of the Child From 8 to 12 Years Old (and His Family) Suffering of Food Allergy IgE-mediated.,EducAA,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT02471937,,,2016,Integrative Approach to Identify Environmental Risk Factors for CC-17 Group B Streptococcal Neonatal Infection,STREPB17,False,False,False,BIOLOGICAL
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02105155,,,2016,Non-inferiority and Tolerance of Conversion From Prograf® to Advagraf® at D7 Versus D90 After Liver Transplantation,Conversion,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01189448,,,2016,"Multicenter, Randomized Clinical Trial to Compare the Efficacy and Tolerance of Prenatal Therapy With Pyrimethamine + Sulfadiazine vs Spiramycine to Reduce Vertical Transmission of Toxoplasma Gondii Following Primary Infection in Pregnancy",TOXOGEST,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT01407432,,,2016,Impact of Folates in the Care of the Male Infertility,FOLFIV,False,False,True,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01508468,,,2016,Prospective Randomized Multicentric Open Label Study to Evaluate Rituximab Treatment for Idiopathic Membranous Nephropathy (IMN),GEMRITUX,True,True,True,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01679912,,,2016,Hereditary Angioedema : Interest From the Use of a Call Center During the Attacks.,SOS AOH,True,True,True,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00562289,,,2016,Closure of Patent Foramen Ovale or Anticoagulants Versus Antiplatelet Therapy to Prevent Stroke Recurrence,CLOSE,True,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT01325025,,,2016,"Study of the Natural History of Cerebral White Matter Involvement in Metachromatic Leukodystrophy, Using High-field MRI and Diffusion Tensor Imaging",HCIT-MLD,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00527280,,,2016,Face Reconstruction by Allotransplantation of Composite Tissues,,True,True,True,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01654731,,,2016,"Multicenter, Randomized, Double-blind Placebo Controlled Trial of Bezafibrate for the Treatment of Primary Biliary Cirrhosis in Patients With Incomplete Response to Ursodesoxycholic Acid Therapy.",BEZURSO,False,True,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT01557413,,,2016,Randomised Study Between Intramedullary Locking Nails and Locking Plates for Treatment of Proximal Humerus Fractures in Patients After 40-year-old,HUMERUS,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01854801,,,2016,Evaluation of a Specialized Therapeutic Care of Patients Presenting an Idiopathic Environmental Intolerance Attributed to Electromagnetic Fields,IEI-CEM,False,False,False,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02127515,,,2016,Non Invasive Prenatal Testing of Down Syndrome From Maternal Blood Sample,SAFE 21,False,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01483768,,,2016,Evaluation of the Impact of Bariatric Surgery by Sleeve Gastrectomy on Iron Intestinal Absorption in Morbidly Obese Patients,FORBES,False,False,False,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00623740,,,2016,Early Prevention of Broncho-pulmonary Dysplasia and Neonatal Mortality in Very Preterm Infants Using Low Dose of Hydrocortisone: a Randomized Controlled Trial,PREMILOC,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01412489,,,2016,Prevention of Postsurgical Uterine Synechia With HyalobarrierR Gel Endo in Hysteroscopic Myomectomy : a Prospective Multicenter Study,HYGEM,False,False,False,DEVICE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01538446,,,2016,"The ANTARCTIC Study - Assessment of a Normal Versus Tailored Dose of Prasugrel After Stenting in Patients Aged > 75 Years to Reduce the Composite of Bleeding, Stent Thrombosis and Ischemic Complications",ANTARCTIC,True,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT02035046,,,2016,Clinical Significance of Heterozygosity for Mutations of the SLC12A3 Gene Coding for the Thiazide Sensitive Na-Cl Cotransporter,HEPHYGI,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01679886,,,2016,Comparison of the Diagnostic Performances of 82Rubidium Positron Emission Tomography and Conventional Scintigraphy With CZT Cameras for Detection of Myocardial Ischemia in a Population of Overweighed Patients and Women,RUBIS,False,False,False,RADIATION
📘,bleu,pas de résultat ni de publication,NCT01748084,,,2016,Evaluation of Rituximab in Systemic Sclerosis Associated Polyarthritis,RECOVER,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02041780,,,2016,Non Invasive Assessment of Liver Fibrosis in Children: Evaluation of Diagnostic Performances of ShearWave Elastography (SWE) and Fibrotest®/ Fibromax® by Comparison With Fibrosis Score on Liver Biopsy,SHEARWAVE,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT01407640,,,2016,Diagnosis and Physiopathology of Insulin Allergy (IA),Allerdiab,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01432613,,,2016,Diagnostic Accuracy of Whole Body Magnetic Resonance Imaging in Inflammatory Myopathies,DARWIM,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01732172,,,2016,Study of the Prevalence of a Chronic Inflammatory Condition of the Male Genital Tract at a Distance and Urethritis Following.,URIS,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT01312727,,,2016,Phenotypical and Genetic Characterization of Adult Hereditary Chronic Tubulointerstitial Renal Diseases,NTIH,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02325297,,,2016,"""Impacts of the Letter of Condolence to the Bereaved Families Experience After a Death in ICU "" - Study Famirea 22",Famirea 22,True,True,True,OTHER
📘,bleu,pas de résultat ni de publication,,2008-006489-27,,2016,"Prévention par une héparine de bas poids moléculaire, l'enoxaparine, des complications maternelles et périnatale chez les patientes ayant un antécédent de prééclampsie sévère avant 34 semaines d'aménorrhée: Essai contrôlé randomisé multicentrique.",HEPEPE,False,False,False,
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02343211,,,2016,Early Onset Immunotherapy by Intravenous Immunoglobulin in Well-characterized Onconeural-antibody-positive Paraneoplastic Neurological Syndromes,IaSON,True,True,True,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01315652,,,2016,Evaluation of the Usefulness of a Center Specialized in the Standardized Management of Rheumatoid Arthritis: The COMEDRA Trial,COMEDRA,True,True,True,BEHAVIORAL
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01359332,,,2016,Evaluation of the Interests of a Therapeutic Hypothermia Procedure in Convulsive Status EPILEPTICUS in Adults in Intensive Care - HYBERNATUS Study,HYBERNATUS,True,True,True,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00175838,2004-000245-38,,2016,A randomised trial to compare ASPIRIN versus HYDROXYUREA/ASPIRIN in 'intermediate risk' primary thrombocythaemia and ASPIRIN only with observation in 'Low risk' primary thrombocythaemia.,PT1,False,True,True,
📘,bleu,pas de résultat ni de publication,NCT01609361,,,2016,Benefit of Rehabilitation Program in Colorectal Laparoscopic Surgery,REHAB,False,False,False,OTHER
📕,rouge,résultat et / ou publication posté,NCT01241383,2010-021452-26,,2016,Effect of Bosentan in the Course of Scleroderma Renal Crisis,ScS-REINBO,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT01731561,,,2016,MAINtenance of Remission Using RITuximab in Systemic ANCA-associated Vasculitis II,MAINRITSAN 2,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT02693288,,,2016,"Post Operative Analgesia After Wrist Fracture Surgery Under Regional Anesthesia: Randomized Trial, Open Study, With Evaluation of the Endpoint and Patient Blind (PROBE Design), Evaluating the Equivalence Between Ultrasound-guided Nerve Bloc and Local Infiltration",BNINF,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01284049,,,2016,"Study in Adults on HPN Who Have Developed PNALD Comparing Equivalent Doses of Two Lipid Emulsions: OMEGAVEN 10%®, Enriched in n-3 EFA, and a Standard Lipid Emulsion, Intralipid 20%® Not Enriched in n-3 EFA + Vitamin E Supplement",MEGANORM,False,False,False,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00475098,,,2016,"Effect of Low Molecular Weight Heparin on Survival of Stage I,II or IIIA Non Small Cell Lung Cancer. A Multicenter, Open, Randomized Controlled Trial.",TILT,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01181154,,,2016,"Rituximab in Adult's Warm Auto-Immune Hemolytic Anemia : a Phase III, Double-bind, Randomised Placebo-controlled Trial",RAHIA,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT02292108,,,2016,Study of the Influence of Erickson's Hypnosis and Self-hypnosis Practice on Food Impulsivity and Weight Loss in Obese Patients: a Pilot Project,HYPNODIET,False,False,True,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT02539498,,,2016,Characterization of Bone Architectural Parameters Assessed by High-Resolution Peripheral Quantitative Computed Tomography in Post-menopausal Women Affected With Primary Hyperparathyroidism,MicrOs,False,False,False,DEVICE
📕,rouge,résultat et / ou publication posté,NCT00780299,,,2016,Hemodynamic Efficiency of an Hemodialysis Treatment With High Permeability (HDHP) During the Early Period of Post-resuscitation Shock,Hyperdia,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT02636634,,,2016,Non Invasive Methods for Differential Diagnosis Radionecrosis/Recurrence After Radiosurgery of Brain Metastases. CV-METANEC,CV-METANEC,False,False,False,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00611663,,,2016,"VACCILUP ""A Multicenter, Randomized Double-blind Trial Comparing Two Pneumococcal Vaccination Strategies in Patients With Systemic Lupus Erythematosus""",VACCILUP,False,True,True,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT01038817,,,2016,Evaluation of the Impact of Fluoride Vanish Application in Dental Prevention Among Institutionalised Elderly People,VERNIS,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01932190,,,2016,"Artificial Kidney Initiation in Kidney Injury, a Multicenter Randomised Trial",AKIKI,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01487317,,,2016,"A Randomized, Double-blind, Placebo-controlled Study of an Acetylcholinesterase Inhibitor in the Management of Delirium in Hospitalized Patients Aged 75 Years and Over",confuriv,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,,2007-004485-40,,2016,"Etude prospective, multicentrique contrôlée vs placebo, randomisée, en double insu comparant la protéine C activée, les faibles doses de corticoïdes et leur association dans le traitement du choc septique. Etude APPROCHS",,False,False,False,
📘,bleu,pas de résultat ni de publication,,2006-005163-26,,2016,Etude de phase 3 comparant une chimiothérapie d'induction séquentielle systématique à une chimiothérapie d'induction séquentielle conditionnelle chez des patients atteints d'une Leucémie Aigüe Myéloïde du groupe CBF,CBF 2006,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT02201537,,,2016,Non-invasive Diagnosis of Chronic Kidney Disease in Renal Transplants Kidney Transplanted Using Ultrasound Functional Imaging,Imag-NCT,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,,2011-002228-42,,2016,Evaluation de l'efficacité de RAD001 sur la croissance des schwannomes vestibulaires chez des patients souffrant de neurofibromatose de type 2.,AFINF2,False,False,False,
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01482442,,,2016,A Prospective Randomized Open-labeled Trial Comparing RADIOEMBOLIZATION With Yttrium 90 Microspheres and Sorafenib in Patients With Advanced Hepatocellular Carcinoma,SARAH,True,True,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT02876445,,,2016,Assessment Study on Family Burden in Overall Care of Patient With Huntington Disease,PHRI-HD,False,False,True,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00478842,,,2016,Treatment of Gilles de la Tourette Syndrome by Bilateral Stimulation of the Internal Part of the Globus PALLIDUS,STIC,True,True,True,DEVICE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01588795,,,2016,Renal Denervation in Patients With Diabetic Nephropathy and Persistent Proteinuria,DERENEDIAB,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01842295,,,2016,"Bariatric Surgery, Nutrition, and Sperm Quality of Adult Obese Men on Childbearing Age : A Multicentric Cohort Study",BARIASPERM,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02286245,,,2016,"Effectiveness and Cost-effectiveness of Medical Advice Given by Telephone for Primary Care: the Formalised Telephone Medical Advice Study, a Cluster Randomised Control Trial.",CMTp,True,True,True,OTHER
